ChEMBL ID,SMILES,EC50 (nM),Assay Type,Target Name,pEC50,MW,LogP,H_Donors,H_Acceptors,TPSA,Ring_Count,Rotatable_Bonds
CHEMBL542683,Br.NCC1OCCc2c1ccc(O)c2O,490.0,F,Dopamine D1 receptor,6.309803919971486,276.13,1.2482,3.0,4.0,75.71000000000001,2.0,1.0
CHEMBL59,NCCc1ccc(O)c(O)c1,120.0,F,Dopamine D1 receptor,6.920818753952375,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL1203924,CCCN1Cc2ccccc2C2c3cc(O)c(O)cc3OCC21.Cl,1100.0,F,Dopamine D1 receptor,5.958607314841775,347.84200000000004,3.6381000000000037,2.0,4.0,52.93000000000001,4.0,2.0
CHEMBL384046,Oc1cc2c(cc1O)[C@@H]1c3ccccc3CN[C@H]1CO2,1100.0,F,Dopamine D1 receptor,5.958607314841775,269.3,2.0939,3.0,4.0,61.72,4.0,0.0
CHEMBL387250,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CO2,29.0,F,Dopamine D1 receptor,7.5376020021010435,269.3,2.0939,3.0,4.0,61.72,4.0,0.0
CHEMBL217299,Oc1cc2c(cc1O)C1c3ccccc3CNC1CO2,32.0,F,Dopamine D1 receptor,7.494850021680094,269.3,2.0939,3.0,4.0,61.72,4.0,0.0
CHEMBL25856,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,19.0,F,Dopamine D1 receptor,7.721246399047171,267.32800000000003,2.6477000000000004,3.0,3.0,52.49,4.0,0.0
CHEMBL405519,CCCN1CCC[C@@H]2Cc3c(ccc(O)c3O)C[C@H]21,25.0,F,Dopamine D1 receptor,7.6020599913279625,261.36499999999995,2.687000000000002,2.0,3.0,43.7,3.0,2.0
CHEMBL24077,Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,30.0,F,Dopamine D1 receptor,7.522878745280337,255.31699999999998,2.3754,3.0,3.0,52.49,3.0,1.0
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,10000.0,F,Dopamine D1 receptor,5.0,211.33399999999997,1.5822,2.0,4.0,50.94,2.0,3.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,52.0,F,Dopamine D1 receptor,7.2839966563652006,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
CHEMBL59,NCCc1ccc(O)c(O)c1,35.0,F,Dopamine D1 receptor,7.455931955649724,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL286080,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,300.0,F,Dopamine D1 receptor,6.522878745280337,255.31699999999998,2.3754,3.0,3.0,52.49,3.0,1.0
CHEMBL59,NCCc1ccc(O)c(O)c1,20.0,F,Dopamine D1 receptor,7.698970004336019,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL1224528,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@H]1CC2,3.9,F,Dopamine D1 receptor,8.4089353929735,267.32800000000003,2.6477000000000004,3.0,3.0,52.49,4.0,0.0
CHEMBL1224452,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@H]1CO2,4.3,F,Dopamine D1 receptor,8.366531544420413,269.3,2.0939,3.0,4.0,61.72,4.0,0.0
CHEMBL1224527,Oc1ccc2c(c1O)C[C@@H](c1ccccc1)[C@@H]1CCNC[C@@H]21,0.64,F,Dopamine D1 receptor,9.193820026016112,295.382,3.1308000000000007,3.0,3.0,52.49,4.0,1.0
CHEMBL1557,Cl.NCCc1ccc(O)c(O)c1,37.0,F,Dopamine D1 receptor,7.431798275933005,189.642,1.0208,3.0,3.0,66.48,1.0,2.0
CHEMBL1467585,Cl.Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,56.0,F,Dopamine D1 receptor,7.251811972993799,291.7780000000001,2.797200000000001,3.0,3.0,52.49,3.0,1.0
CHEMBL25856,Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2,7.2,F,Dopamine D1 receptor,8.142667503568731,267.32800000000003,2.6477000000000004,3.0,3.0,52.49,4.0,0.0
CHEMBL1822918,Br.Oc1cc2c(cc1O)[C@H]1c3ccccc3CC[C@@H]1NCC2,438.0,F,Dopamine D1 receptor,6.3585258894959,362.26700000000017,3.2681000000000022,3.0,3.0,52.49,4.0,0.0
CHEMBL1822919,Br.Oc1cc2c(cc1O)[C@H]1c3ccccc3OC[C@@H]1NCC2,570.0,F,Dopamine D1 receptor,6.2441251443275085,364.23900000000015,2.7143000000000006,3.0,4.0,61.72,4.0,0.0
CHEMBL1822920,Br.Oc1cc2c(cc1O)[C@H]1c3ccccc3SC[C@@H]1NCC2,584.0,F,Dopamine D1 receptor,6.2335871528876,380.30700000000013,3.4276000000000026,3.0,4.0,52.49,4.0,0.0
CHEMBL1950491,COc1cc2c(cc1O)CN1CCc3cc(OC)c(O)cc3[C@@H]1C2.Cl,5.6,F,Dopamine D1 receptor,8.2518119729938,363.84100000000007,3.1923000000000026,2.0,5.0,62.16000000000001,4.0,2.0
CHEMBL1950492,COc1cc2c(cc1O)CN1CCc3cc(OC)c(O)cc3[C@H]1C2.Cl,100000.0,F,Dopamine D1 receptor,4.0,363.84100000000007,3.1923000000000026,2.0,5.0,62.16000000000001,4.0,2.0
CHEMBL286080,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,170.0,F,Dopamine D1 receptor,6.769551078621726,255.31699999999998,2.3754,3.0,3.0,52.49,3.0,1.0
CHEMBL1457510,COc1c(O)ccc2c1CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,15970.0,F,Dopamine D1 receptor,4.796695083861517,325.36400000000003,2.785000000000001,1.0,5.0,51.16000000000001,5.0,1.0
CHEMBL448891,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,1350.0,F,Dopamine D1 receptor,5.8696662315049934,341.40700000000015,3.073500000000001,1.0,5.0,51.160000000000004,4.0,3.0
CHEMBL286080,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,130.0,F,Dopamine D1 receptor,6.886056647693163,255.31699999999998,2.3754,3.0,3.0,52.49,3.0,1.0
CHEMBL2331599,Cc1cc2c(cc1O)[C@H]1C[C@](O)(c3ccc(Cl)cc3)CCN1CC2,750.0,F,Dopamine D1 receptor,6.1249387366083,343.85400000000016,3.934820000000003,2.0,3.0,43.7,4.0,1.0
CHEMBL2335737,Cc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,11.0,F,Dopamine D1 receptor,7.958607314841775,343.85400000000016,3.934820000000003,2.0,3.0,43.7,4.0,1.0
CHEMBL2335740,COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(Cl)cc3)CCN1CC2,8.0,F,Dopamine D1 receptor,8.096910013008056,359.8530000000002,3.6350000000000025,2.0,4.0,52.93,4.0,2.0
CHEMBL2335736,COc1cc2c(cc1O)[C@H]1C[C@@](O)(c3ccc(OC(F)(F)F)cc3)CCN1CC2,5.0,F,Dopamine D1 receptor,8.301029995663981,409.40400000000017,3.880200000000003,2.0,5.0,62.160000000000004,4.0,3.0
CHEMBL2397385,CN1CCc2ccc(Cc3ccc(O)c4ccccc34)c3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,316.0,F,Dopamine D1 receptor,6.5003129173815966,459.97300000000024,5.7213000000000065,3.0,4.0,63.93000000000001,6.0,2.0
CHEMBL3216146,CN(C)c1ccc(Cc2ccc3c4c2-c2c(ccc(O)c2O)C[C@H]4N(C)CC3)cc1.Cl.Cl,741.0,F,Dopamine D1 receptor,6.130181792020672,473.44400000000013,5.350300000000007,2.0,4.0,46.940000000000005,5.0,3.0
CHEMBL2397383,CN1CCc2ccc(Cc3ccc(O)cc3)c3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,10.5,F,Dopamine D1 receptor,7.978810700930062,409.9130000000002,4.568100000000006,3.0,4.0,63.93000000000001,5.0,2.0
CHEMBL2397382,CN1CCc2ccc(CO)c3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,117.0,F,Dopamine D1 receptor,6.931814138253839,333.815,2.7640000000000025,3.0,4.0,63.93000000000001,4.0,1.0
CHEMBL2397381,CN1CCc2ccc(Cc3ccccc3)c3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,78.0,F,Dopamine D1 receptor,7.107905397309519,393.91400000000004,4.862500000000006,2.0,3.0,43.7,5.0,2.0
CHEMBL2397380,Cc1ccc2c3c1-c1c(ccc(O)c1O)C[C@H]3N(C)CC2.Cl,21.9,F,Dopamine D1 receptor,7.6595558851598815,317.8160000000001,3.580120000000003,2.0,3.0,43.7,4.0,0.0
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,25.7,F,Dopamine D1 receptor,7.590066876668706,267.328,2.8499000000000025,2.0,3.0,43.7,4.0,0.0
CHEMBL3099222,CCCN1C[C@H](CSC)O[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl,19.0,F,Dopamine D1 receptor,7.721246399047171,343.92,3.123600000000002,1.0,4.0,32.7,3.0,4.0
CHEMBL3099239,CCCN1C[C@@H](Cn2cc(Cl)cn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,400.0,F,Dopamine D1 receptor,6.3979400086720375,361.8730000000001,2.8889000000000014,1.0,5.0,50.52,4.0,4.0
CHEMBL3099236,CCCN1C[C@H](Cn2cc(Cl)cn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl,74.0,F,Dopamine D1 receptor,7.130768280269024,398.3340000000001,3.310700000000003,1.0,5.0,50.52,4.0,4.0
CHEMBL3099235,CCCN1C[C@@H](Cn2cncn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,230.0,F,Dopamine D1 receptor,6.638272163982407,328.41600000000005,1.6304999999999996,1.0,6.0,63.41000000000001,4.0,4.0
CHEMBL3099234,CCCN1C[C@H](Cn2cncn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,150.0,F,Dopamine D1 receptor,6.823908740944319,328.41600000000005,1.6304999999999996,1.0,6.0,63.41000000000001,4.0,4.0
CHEMBL3099233,CCCN1C[C@@H](Cn2ccc(-c3ccccc3)n2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,3900.0,F,Dopamine D1 receptor,5.4089353929735005,403.52600000000024,3.9025000000000034,1.0,5.0,50.52,5.0,5.0
CHEMBL3099232,CCCN1C[C@H](Cn2ccc(-c3ccccc3)n2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,360.0,F,Dopamine D1 receptor,6.443697499232712,403.52600000000024,3.9025000000000034,1.0,5.0,50.52,5.0,5.0
CHEMBL3099231,CCCN1C[C@@H](Cn2cccn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,210.0,F,Dopamine D1 receptor,6.6777807052660805,327.42800000000005,2.2355,1.0,5.0,50.52,4.0,4.0
CHEMBL3099230,CCCN1C[C@H](Cn2cccn2)O[C@@H]2Cc3c(O)cccc3C[C@H]21,89.0,F,Dopamine D1 receptor,7.050609993355087,327.42800000000005,2.2355,1.0,5.0,50.52,4.0,4.0
CHEMBL3099229,Cl.Oc1cccc2c1C[C@@H]1OCCN(CC3CC3)[C@H]1C2,10000.0,F,Dopamine D1 receptor,5.0,295.81,2.3920000000000003,1.0,3.0,32.7,4.0,2.0
CHEMBL3099228,Cl.Oc1cccc2c1C[C@H]1OCCN(CC3CC3)[C@@H]1C2,10000.0,F,Dopamine D1 receptor,5.0,295.81,2.3920000000000003,1.0,3.0,32.7,4.0,2.0
CHEMBL3099227,C=CCN1CCO[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl,330.0,F,Dopamine D1 receptor,6.481486060122113,281.78299999999996,2.1680000000000006,1.0,3.0,32.7,3.0,2.0
CHEMBL3099226,CCCN1CCO[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl,150.0,F,Dopamine D1 receptor,6.823908740944319,283.7989999999999,2.392000000000001,1.0,3.0,32.7,3.0,2.0
CHEMBL3099225,CCN1CCO[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl,120.0,F,Dopamine D1 receptor,6.920818753952375,269.772,2.0019000000000005,1.0,3.0,32.7,3.0,1.0
CHEMBL3099224,CN1CCO[C@@H]2Cc3c(O)cccc3C[C@H]21.Cl,10000.0,F,Dopamine D1 receptor,5.0,255.745,1.6118,1.0,3.0,32.7,3.0,0.0
CHEMBL3098131,CCCN1CCC[C@@H]2Cc3c(O)cccc3C[C@H]21.O=C(O)C(F)(F)F,83.0,F,Dopamine D1 receptor,7.080921907623926,359.38800000000003,3.6147000000000027,2.0,3.0,60.769999999999996,3.0,2.0
CHEMBL3099223,Br.CN1CCC[C@@H]2Cc3c(O)cccc3C[C@H]21,10000.0,F,Dopamine D1 receptor,5.0,298.22400000000005,2.7791000000000006,1.0,2.0,23.47,3.0,0.0
CHEMBL1303,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,28.0,F,Dopamine D1 receptor,7.552841968657781,315.482,4.265700000000003,1.0,3.0,23.47,3.0,6.0
CHEMBL59,NCCc1ccc(O)c(O)c1,39.0,F,Dopamine D1 receptor,7.4089353929735005,153.18099999999998,0.5989999999999998,3.0,3.0,66.48,1.0,2.0
CHEMBL487387,COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2,23.0,F,Dopamine D1 receptor,7.638272163982407,327.38000000000017,2.7705,2.0,5.0,62.160000000000004,4.0,2.0
CHEMBL286080,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,180.0,F,Dopamine D1 receptor,6.7447274948966935,255.31699999999998,2.3754,3.0,3.0,52.49,3.0,1.0
CHEMBL3338677,CCCCCCCCCCCCCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C,30000.0,F,Dopamine D1 receptor,4.522878745280337,1721.1650000000004,3.071169999999979,21.0,19.0,562.3399999999999,5.0,55.0
